StudentID,Age,StudyHoursPerWeek,AttendanceRate,AssignmentCompletionRate,PreviousGPA,TestAverage,ClassParticipation,HomeworkHoursPerWeek,SleepHoursPerDay,ScreenTimeHoursPerDay,ParentalSupport,MotivationLevel,StressLevel,Tutoring,ExtracurricularActivities,InternetAccess,GPA
STU022883,15,16.9,84.5,96.4,3.07,75.8,60.0,7.9,6.6,3.7,3,3,2,0,1,1,2.48
STU022884,15,24.6,92.5,97.1,2.83,52.2,38.4,8.7,7.2,2.6,3,5,3,1,0,1,2.65
STU022885,17,18.1,83.0,80.2,2.25,82.4,94.1,7.3,7.9,4.1,2,6,8,1,1,1,2.01
STU022886,18,2.0,90.6,90.1,2.3,57.6,56.4,5.5,7.5,5.9,5,2,7,0,1,1,1.74
STU022887,21,14.3,82.6,77.7,2.88,73.5,61.4,7.5,8.9,6.6,1,1,7,0,0,1,1.59
STU022888,22,7.1,83.2,92.8,3.24,87.6,64.2,14.5,7.1,4.9,3,10,3,0,0,0,3.06
STU022889,22,5.9,81.3,95.6,2.52,65.2,76.2,10.5,7.0,3.9,5,2,5,0,0,1,2.26
STU022890,15,3.0,86.3,100.0,2.92,73.1,88.1,5.3,7.9,6.1,3,8,2,0,0,1,2.93
STU022891,21,6.7,71.1,81.3,3.15,84.7,78.4,7.1,7.3,4.7,1,5,10,0,0,1,2.11
STU022892,17,7.6,75.9,80.7,3.62,80.4,60.1,7.6,6.6,4.5,3,1,4,0,1,1,2.19
STU022893,17,6.2,95.9,72.8,3.34,61.8,85.1,2.2,8.0,3.9,4,8,9,0,1,1,2.55
STU022894,16,2.0,76.7,85.0,3.52,75.8,62.1,11.6,7.3,2.6,1,9,5,0,1,1,2.08
STU022895,21,7.1,84.7,76.6,2.1,72.9,51.2,9.0,5.3,4.2,1,1,10,0,1,1,1.72
STU022896,20,8.2,100.0,82.4,2.43,70.7,59.7,9.1,6.8,4.0,4,5,5,0,0,1,2.6
STU022897,21,6.2,76.3,61.6,2.58,92.4,70.0,2.4,7.7,4.1,3,10,10,0,0,1,2.14
STU022898,19,10.1,69.0,74.9,2.91,92.6,85.5,2.6,6.6,3.2,4,10,6,0,0,1,2.55
STU022899,22,18.0,85.9,93.3,2.61,93.9,78.5,12.9,8.1,4.5,4,5,7,1,0,1,2.69
STU022900,18,16.8,85.8,100.0,2.98,44.1,78.5,12.1,7.1,2.7,5,10,9,1,1,1,2.83
STU022901,18,14.0,82.6,85.1,2.18,70.9,47.3,2.7,6.6,3.1,5,7,9,0,1,1,1.92
STU022902,21,13.5,71.9,71.8,2.73,83.6,74.4,7.0,7.4,4.0,1,1,3,0,0,1,2.1
STU022903,20,6.0,89.5,87.1,2.77,77.5,83.6,11.2,6.8,3.4,1,2,7,0,0,1,2.1
STU022904,15,8.1,89.2,76.2,2.94,48.0,69.9,3.0,6.3,1.0,1,6,2,0,0,1,2.01
STU022905,22,15.1,72.9,72.3,2.58,67.9,71.4,9.4,6.3,4.5,4,2,9,0,1,1,1.91
STU022906,19,11.7,71.6,75.3,2.63,93.1,78.8,6.6,6.8,4.9,5,7,3,0,0,0,2.25
STU022907,22,5.5,100.0,58.4,2.81,100.0,74.8,8.1,6.1,4.2,3,4,4,1,0,1,2.27
STU022908,21,10.7,63.5,65.2,2.38,72.2,96.7,14.5,8.1,5.4,5,3,4,1,1,1,1.81
STU022909,18,16.0,100.0,96.0,3.6,58.9,66.5,6.4,8.1,6.2,3,6,9,0,1,0,2.64
STU022910,22,6.6,89.1,82.5,2.34,75.4,58.8,13.3,7.0,3.4,3,2,5,0,0,1,2.07
STU022911,22,15.7,82.6,74.5,2.54,82.8,92.9,8.1,6.3,4.8,5,10,5,1,0,1,2.47
STU022912,16,9.0,78.6,82.9,2.79,54.1,96.0,11.2,7.2,5.0,4,7,8,1,0,1,2.12
STU022913,17,6.3,65.4,92.5,2.88,65.9,80.6,13.1,6.0,3.1,3,10,10,1,1,1,2.16
STU022914,20,21.3,62.0,97.4,2.93,65.7,83.6,9.7,7.8,3.2,1,1,2,0,1,1,2.48
STU022915,20,8.9,75.9,76.1,3.22,67.8,86.5,2.6,7.0,4.4,2,4,6,0,0,1,2.19
STU022916,17,20.3,91.0,82.0,2.78,78.6,64.9,8.6,8.0,1.0,4,5,2,0,1,1,2.45
STU022917,21,11.1,100.0,73.9,2.63,96.5,100.0,5.4,8.6,4.8,3,1,1,0,1,1,2.65
STU022918,17,10.0,87.5,84.2,4.0,57.4,71.8,6.6,7.6,3.4,3,1,2,1,1,1,2.69
STU022919,18,14.2,100.0,71.2,2.83,67.4,100.0,5.8,6.8,4.1,3,5,10,0,0,1,2.19
STU022920,22,23.3,97.8,88.9,3.97,60.0,76.9,7.5,6.8,3.1,1,6,3,0,0,1,3.01
STU022921,15,16.4,63.8,49.4,2.35,67.3,62.3,7.0,7.2,2.2,5,5,7,1,0,1,1.78
STU022922,18,17.6,87.5,90.8,3.22,50.2,84.7,9.2,7.6,6.0,2,2,1,1,1,1,2.35
STU022923,19,5.2,86.2,85.0,3.34,70.8,59.6,6.1,8.2,3.4,5,10,9,1,1,1,2.56
STU022924,15,2.0,69.6,100.0,3.66,44.5,72.5,3.5,7.0,1.8,5,3,6,0,1,1,2.53
STU022925,21,18.6,68.0,80.7,4.0,85.3,38.7,6.8,6.0,6.5,5,2,5,0,0,1,2.63
STU022926,15,17.5,80.5,66.5,2.77,51.5,81.2,8.8,6.0,5.3,2,6,4,1,1,1,1.87
STU022927,20,13.5,67.4,89.0,2.67,74.4,85.0,12.9,7.4,2.6,5,2,6,0,0,1,2.24
STU022928,18,11.7,87.0,85.1,2.95,51.1,85.2,0.5,6.8,5.7,4,1,5,0,1,1,1.88
STU022929,16,11.1,84.3,82.2,2.16,62.4,97.5,10.2,6.9,6.1,3,10,1,0,0,0,2.27
STU022930,17,10.9,99.3,84.7,2.39,55.5,79.8,8.3,6.8,5.4,1,5,4,0,0,1,2.39
STU022931,16,15.3,75.0,89.2,3.01,60.0,62.5,9.0,7.4,4.2,4,4,6,1,1,1,2.26
STU022932,18,13.7,88.9,82.5,3.56,78.2,67.2,7.8,6.4,6.3,2,6,5,0,1,1,2.74
STU022933,22,18.7,97.5,79.7,3.67,45.8,72.9,7.1,7.1,2.5,2,6,1,0,1,1,2.83
STU022934,21,17.9,78.7,96.0,2.23,75.4,55.4,4.4,7.1,1.0,1,3,1,0,1,1,2.16
STU022935,21,7.0,81.4,76.4,2.59,53.0,69.2,5.4,7.2,5.1,4,7,9,1,1,1,1.44
STU022936,21,26.4,81.3,91.1,1.97,64.6,54.5,1.2,7.3,1.7,2,2,2,0,1,1,1.77
STU022937,20,14.4,87.2,82.4,3.61,56.4,64.8,5.2,7.6,5.9,1,3,8,0,1,1,2.31
STU022938,15,23.2,73.2,73.0,2.95,72.0,95.2,6.7,5.2,2.8,5,7,8,0,0,1,2.23
STU022939,15,24.5,67.2,86.1,3.2,71.8,64.3,12.6,6.2,1.5,4,3,8,1,0,1,1.96
STU022940,20,11.3,95.3,80.4,2.77,51.8,68.8,5.4,6.5,3.7,2,6,6,1,1,1,2.05
STU022941,16,11.0,89.1,85.3,2.29,87.1,98.6,6.6,7.3,4.7,3,9,6,0,1,1,2.05
STU022942,19,23.0,89.5,87.1,2.66,90.7,53.9,7.9,8.3,3.7,3,6,8,0,0,1,2.31
STU022943,17,12.5,80.5,67.4,2.01,67.4,92.1,10.9,7.7,3.2,2,4,5,1,0,1,1.49
STU022944,15,11.0,76.5,72.0,3.06,43.5,93.5,8.9,7.0,5.3,5,7,6,0,1,1,2.25
STU022945,21,17.1,91.7,85.3,3.42,71.6,73.4,6.6,6.2,4.3,2,3,6,0,0,1,2.55
STU022946,17,15.9,84.1,68.8,2.69,77.9,79.1,8.3,6.4,4.3,3,3,6,1,0,1,2.01
STU022947,20,22.4,90.6,82.8,2.82,56.7,70.6,4.8,5.5,6.7,1,3,10,1,1,1,2.19
STU022948,15,10.4,85.9,68.1,3.33,60.7,83.0,7.4,7.5,3.1,3,1,8,1,0,1,2.58
STU022949,21,14.9,94.1,85.1,2.7,72.1,81.5,7.8,6.6,3.4,3,6,7,0,0,1,2.34
STU022950,15,13.0,85.3,74.0,2.71,75.9,79.2,6.6,7.3,2.1,2,9,10,0,0,1,2.37
STU022951,18,21.2,70.2,90.3,3.17,65.9,69.0,15.4,7.0,4.2,4,4,9,0,1,1,2.22
STU022952,17,19.6,74.7,79.8,3.08,66.3,65.4,6.1,5.8,5.5,1,9,7,0,1,1,1.83
STU022953,20,12.2,98.4,88.2,3.16,79.1,83.1,5.2,6.8,4.1,5,2,3,0,0,1,3.1
STU022954,20,13.9,74.1,71.7,2.97,69.8,83.7,10.8,7.0,2.9,4,7,5,0,0,0,2.31
STU022955,17,17.6,98.9,75.5,1.67,55.2,86.9,8.6,7.8,5.7,1,6,4,1,0,1,2.01
STU022956,20,2.0,86.9,72.0,3.11,65.0,49.7,9.1,6.1,3.9,2,10,8,1,1,0,2.3
STU022957,21,20.0,78.9,91.6,2.61,81.1,67.7,8.0,5.9,5.2,4,9,3,0,1,1,2.27
STU022958,20,26.0,85.0,58.9,3.16,94.8,81.5,11.7,6.2,2.6,3,1,1,1,1,1,2.85
STU022959,16,7.6,75.6,84.9,1.98,96.4,78.0,4.1,7.8,1.0,4,3,1,0,0,1,2.41
STU022960,15,17.1,85.9,65.6,2.03,42.4,77.3,9.5,6.2,1.8,3,8,10,0,1,1,1.59
STU022961,22,9.6,87.1,73.2,3.11,66.5,65.4,13.2,7.5,2.4,1,4,7,1,1,1,2.61
STU022962,21,5.6,85.1,79.4,2.81,69.2,71.9,12.9,8.1,2.7,3,3,3,0,0,1,1.9
STU022963,17,9.5,95.7,71.3,2.48,63.2,79.9,9.4,6.4,3.3,3,9,6,0,1,1,2.62
STU022964,18,9.7,72.5,89.4,3.55,83.8,85.1,11.7,6.5,3.9,4,10,6,0,0,1,2.89
STU022965,15,8.0,100.0,75.6,2.98,73.9,70.3,13.7,6.6,4.1,4,4,5,0,1,1,2.78
STU022966,18,12.1,78.8,100.0,2.21,46.0,71.9,4.7,6.6,6.6,5,3,5,0,0,1,1.75
STU022967,16,10.1,82.5,77.2,2.39,80.3,74.8,3.3,6.0,4.1,4,2,7,0,1,1,1.53
STU022968,21,2.0,74.9,83.1,2.86,58.0,90.2,13.2,7.7,4.0,2,8,7,0,0,1,2.01
STU022969,17,15.5,75.8,70.7,3.24,49.7,100.0,4.1,7.4,2.6,1,9,4,1,0,0,2.77
STU022970,16,9.8,83.3,84.2,1.93,82.2,62.6,4.0,9.2,2.5,4,10,10,0,0,1,1.69
STU022971,19,11.1,85.0,89.1,1.47,71.3,91.5,0.9,8.9,4.3,2,10,7,0,0,1,1.51
STU022972,16,15.0,96.0,89.4,2.5,90.8,81.9,7.6,6.4,5.3,5,3,6,1,0,1,2.56
STU022973,22,2.0,75.3,87.9,3.69,71.7,75.5,8.9,5.2,4.3,3,8,10,0,0,1,2.82
STU022974,15,12.3,89.9,86.9,3.14,94.5,74.6,10.5,9.2,4.8,5,2,6,1,0,1,3.01
STU022975,21,15.1,80.3,90.8,1.69,81.5,84.4,5.9,7.1,4.1,3,2,10,0,1,1,1.89
STU022976,17,17.2,81.0,75.5,2.34,58.5,77.3,8.0,6.6,3.5,4,8,9,1,0,1,1.94
STU022977,19,11.1,77.4,70.7,2.05,88.0,88.3,10.6,5.8,4.3,5,8,7,0,1,1,2.29
STU022978,17,7.4,84.4,78.4,2.0,48.7,63.3,6.1,8.2,4.3,5,8,3,1,0,1,1.83
STU022979,17,12.9,75.3,90.0,2.56,78.2,62.9,6.6,7.9,5.4,2,3,10,1,0,1,2.12
STU022980,20,25.5,94.0,97.5,3.12,69.4,98.5,5.2,8.6,6.9,5,5,2,0,1,1,3.36
STU022981,15,8.6,81.1,83.4,2.6,76.8,84.5,9.1,8.5,8.5,4,7,1,0,1,1,2.25
STU022982,15,14.7,77.6,93.0,1.71,60.9,74.3,3.1,8.1,3.1,2,9,7,0,1,1,1.96
STU022983,18,14.3,68.3,58.0,3.52,76.7,66.3,3.3,6.8,1.6,1,6,6,1,1,1,1.32
STU022984,20,13.7,87.5,87.2,2.19,86.7,50.5,10.5,7.1,5.2,5,2,2,0,0,1,1.85
STU022985,15,31.0,76.5,75.8,2.81,59.0,83.6,6.7,6.6,3.8,5,10,3,0,0,1,2.85
STU022986,15,7.1,87.7,72.6,2.71,46.1,100.0,9.7,8.5,6.6,1,5,3,0,1,1,2.01
STU022987,16,16.2,63.2,86.7,2.48,78.7,45.3,6.4,6.0,3.7,5,2,6,0,1,0,1.65
STU022988,21,16.2,76.9,73.8,2.81,79.8,64.5,6.1,7.0,3.5,1,2,6,0,0,0,2.17
STU022989,19,6.9,74.0,55.7,2.24,77.1,81.7,7.5,6.3,6.1,4,3,5,1,0,1,1.48
STU022990,22,15.9,91.7,82.2,3.54,60.7,66.6,5.3,7.7,4.0,5,8,9,1,1,1,2.68
STU022991,21,25.4,78.4,61.7,2.97,56.5,80.5,4.9,8.1,1.0,1,3,10,0,1,1,1.84
STU022992,15,2.0,70.6,65.8,3.71,49.8,80.2,7.9,7.4,7.2,1,3,1,0,0,1,2.01
STU022993,15,11.3,79.2,81.1,2.49,66.5,38.7,13.4,7.2,4.1,4,10,1,0,0,1,1.85
STU022994,15,6.6,70.5,86.8,3.27,78.4,90.8,8.9,5.6,3.9,1,1,3,0,0,1,2.13
STU022995,20,22.9,80.1,90.3,3.35,99.2,35.9,0.0,8.4,4.0,2,3,2,0,0,1,2.62
STU022996,18,12.2,69.7,76.2,2.1,58.5,72.2,7.4,7.3,5.0,5,6,9,1,0,1,1.65
STU022997,17,20.8,75.3,88.2,2.9,75.0,66.8,7.8,7.2,3.8,5,9,8,0,1,1,2.35
STU022998,17,24.4,91.4,65.0,3.43,63.9,83.5,5.6,5.8,4.9,2,10,8,0,1,1,2.78
STU022999,15,25.9,92.0,88.7,2.5,73.7,72.6,5.6,7.4,4.5,4,9,10,0,1,1,2.11
STU023000,17,10.3,76.4,88.0,1.91,89.0,82.2,6.4,7.4,4.2,5,5,1,0,1,0,1.78
STU023001,15,9.2,83.7,76.8,2.95,93.4,79.9,8.9,4.6,4.6,5,2,5,1,1,1,2.44
STU023002,15,23.4,75.7,99.4,3.89,70.6,44.1,10.3,6.8,4.8,3,8,10,1,1,1,3.01
STU023003,21,9.0,85.1,84.1,3.47,50.2,81.4,9.6,9.7,4.7,2,5,10,0,1,1,2.38
STU023004,18,25.1,76.2,77.3,3.0,75.2,81.8,8.1,7.9,4.0,4,2,10,0,1,1,2.15
STU023005,22,5.2,88.9,72.2,2.99,82.8,66.5,8.8,4.9,3.9,1,2,2,0,1,1,2.55
STU023006,20,16.4,95.3,82.7,3.6,70.2,61.3,3.4,8.9,1.0,2,9,8,1,1,1,2.91
STU023007,17,13.3,83.5,87.9,1.66,72.7,52.7,6.3,7.2,5.0,4,9,1,0,1,0,2.02
STU023008,16,18.9,76.8,89.1,2.52,62.7,71.4,10.9,8.8,4.0,3,4,1,1,1,1,2.08
STU023009,18,9.5,89.1,79.0,2.8,53.4,100.0,7.7,6.5,3.9,4,6,7,0,0,1,2.26
STU023010,21,12.1,83.7,90.4,4.0,92.0,49.7,5.3,6.3,3.5,3,6,7,1,0,1,3.11
STU023011,17,4.0,84.8,90.4,2.98,35.2,60.8,6.0,6.3,4.1,1,4,6,0,0,1,1.65
STU023012,17,20.6,90.0,100.0,2.27,59.3,94.0,14.5,5.7,3.0,5,9,3,1,1,1,2.85
STU023013,15,9.1,75.5,83.2,2.33,81.9,53.1,11.5,8.4,4.9,2,9,1,1,0,1,2.19
STU023014,19,8.9,79.2,90.6,1.95,78.9,48.5,3.9,7.3,3.9,3,10,6,0,1,1,1.43
STU023015,18,10.1,88.0,80.5,3.0,78.6,75.9,9.8,7.1,4.3,1,5,7,0,0,1,2.3
STU023016,17,7.9,88.3,62.8,2.7,60.7,75.6,7.2,7.1,5.6,1,9,5,0,1,1,1.73
STU023017,15,13.9,89.9,81.5,2.44,79.3,72.6,7.3,8.4,4.6,1,9,10,0,1,1,2.07
STU023018,15,16.8,94.9,89.0,1.69,64.8,68.0,7.2,5.4,3.9,3,8,4,0,0,1,2.0
STU023019,21,18.4,76.5,100.0,1.39,77.7,100.0,9.9,8.1,4.8,5,4,5,1,0,1,2.02
STU023020,22,8.4,74.3,91.5,2.08,82.8,74.4,15.2,6.3,2.8,1,5,3,0,0,1,2.06
STU023021,19,23.3,95.3,96.5,2.69,62.2,75.5,9.8,8.3,5.9,3,9,7,1,1,1,2.54
STU023022,19,9.0,100.0,88.5,2.69,69.0,59.9,0.3,6.1,2.8,2,1,5,0,1,1,2.28
STU023023,19,23.6,72.8,97.1,3.02,43.9,69.6,6.3,7.3,6.3,2,10,5,0,0,1,2.47
STU023024,15,10.3,84.9,73.6,2.05,80.4,50.9,7.3,7.2,5.9,2,1,7,0,1,1,1.41
STU023025,15,17.0,78.8,87.2,3.58,82.5,80.0,12.5,7.2,5.4,2,6,5,0,0,1,2.82
STU023026,18,20.2,79.0,76.6,2.02,69.4,90.3,6.2,7.8,1.0,5,5,6,0,1,1,2.02
STU023027,20,24.0,80.0,88.2,2.67,90.8,23.5,10.1,8.8,4.3,2,2,9,1,0,1,2.11
STU023028,21,16.1,92.0,74.6,2.8,75.8,84.1,8.5,6.8,3.6,2,10,3,0,0,0,2.73
STU023029,18,13.4,81.7,72.2,2.91,59.5,75.1,11.3,8.1,5.5,2,7,2,0,1,1,1.97
STU023030,21,10.1,86.1,86.1,1.54,85.5,88.4,5.2,8.4,3.9,4,5,8,0,1,1,2.12
STU023031,21,8.3,85.9,86.3,2.1,65.7,78.5,0.0,6.8,2.9,1,1,5,0,1,1,1.38
STU023032,20,6.3,84.2,64.3,2.3,78.6,48.1,7.9,7.6,4.7,2,6,10,0,0,1,1.31
STU023033,21,9.1,81.9,76.5,2.47,86.4,66.8,11.0,8.4,2.9,2,3,8,0,0,1,1.59
STU023034,16,14.0,73.5,87.8,2.78,76.5,62.2,8.5,5.1,1.6,3,3,10,1,0,1,2.31
STU023035,15,23.2,85.4,85.3,2.72,73.7,53.8,6.6,6.6,3.0,3,3,7,0,0,1,2.18
STU023036,15,17.3,80.0,72.9,3.9,85.4,80.0,6.4,7.5,2.6,1,2,8,0,1,1,2.78
STU023037,21,3.8,90.9,67.8,2.05,87.3,68.8,7.1,9.0,3.3,3,9,5,0,1,1,1.77
STU023038,22,7.9,81.9,81.2,3.93,89.5,80.2,4.5,7.2,3.4,1,5,10,0,0,0,2.66
STU023039,16,4.9,74.8,82.8,3.11,71.3,65.6,0.4,8.6,1.0,3,4,8,1,1,1,2.09
STU023040,22,6.6,97.6,74.3,3.09,87.4,57.4,6.7,7.4,4.5,3,1,7,0,0,0,2.43
STU023041,20,15.0,80.7,76.9,3.35,100.0,98.2,10.3,8.1,3.2,2,5,5,1,0,1,2.9
STU023042,22,11.7,84.1,71.9,2.66,83.5,61.7,4.2,5.8,1.3,5,8,4,0,1,1,2.46
STU023043,18,10.0,79.0,62.8,2.67,74.9,59.9,0.6,5.9,2.7,5,7,4,0,0,1,2.31
STU023044,22,9.8,71.1,90.0,2.8,66.6,82.2,7.8,5.2,6.1,2,6,1,0,1,1,2.18
STU023045,18,15.4,98.6,69.6,1.57,50.8,90.8,5.4,5.5,4.2,2,8,4,0,0,1,1.76
STU023046,17,9.8,81.1,67.7,2.09,100.0,81.3,11.3,6.2,1.3,5,8,9,1,0,0,2.19
STU023047,16,12.8,94.4,74.8,2.51,74.9,43.6,9.2,7.0,4.7,4,8,8,0,1,1,2.14
STU023048,18,5.9,81.4,79.7,1.18,47.1,88.7,6.1,6.5,1.0,1,3,2,0,1,1,1.03
STU023049,16,9.5,88.6,67.9,2.42,42.6,80.2,4.1,6.5,2.7,3,6,4,0,0,1,1.85
STU023050,18,10.6,94.9,71.1,2.49,86.2,87.3,4.5,8.7,2.7,4,6,7,0,0,0,2.35
STU023051,20,14.8,81.9,100.0,3.42,58.9,47.3,1.8,5.2,6.5,3,6,10,0,0,1,2.29
STU023052,22,21.3,86.6,90.1,3.5,92.5,76.0,3.5,8.0,1.7,5,2,7,1,1,1,2.92
STU023053,19,13.0,79.9,88.8,3.25,72.2,74.2,5.6,5.4,3.1,5,5,10,0,1,0,2.36
STU023054,17,10.6,100.0,77.4,3.54,86.9,81.4,9.0,7.6,5.5,2,1,7,1,0,1,2.86
STU023055,21,22.7,81.2,80.6,2.49,41.1,73.7,2.9,7.9,3.3,2,10,2,0,1,1,1.7
STU023056,19,21.4,65.9,90.8,2.35,66.4,57.8,6.6,6.6,5.2,4,5,7,1,1,1,2.48
STU023057,18,18.0,90.1,66.3,1.0,98.9,65.1,3.9,7.8,4.7,1,3,5,0,1,1,1.9
STU023058,22,6.0,79.5,76.4,3.42,77.4,70.2,6.9,8.0,5.6,1,1,7,0,0,1,2.31
STU023059,21,3.4,79.1,100.0,1.87,81.5,79.9,13.0,8.2,4.1,4,8,5,1,1,1,2.14
STU023060,19,22.2,78.0,91.4,3.53,61.2,57.8,3.7,7.2,1.6,4,9,6,0,1,1,2.68
STU023061,21,23.5,79.1,72.9,3.07,76.3,68.2,2.4,7.0,5.7,3,4,9,1,1,1,2.16
STU023062,22,18.1,77.3,70.6,2.39,40.1,79.1,9.9,6.0,1.0,3,8,3,0,1,1,1.39
STU023063,20,28.2,90.9,89.3,3.47,72.2,77.7,0.1,6.4,4.9,1,5,1,0,0,1,3.3
STU023064,20,17.5,78.9,64.6,3.66,75.0,70.4,6.3,8.0,4.6,3,4,6,1,1,1,2.62
STU023065,21,11.8,96.8,88.8,2.49,70.5,96.9,4.9,5.9,2.6,2,1,7,0,1,1,2.11
STU023066,22,9.6,77.0,87.9,1.3,48.6,55.2,6.2,7.1,2.4,2,8,8,1,0,1,1.16
STU023067,22,18.6,89.4,90.9,3.07,66.5,88.3,13.8,6.5,3.1,4,5,1,0,1,1,2.53
STU023068,22,11.2,78.5,74.4,1.92,90.3,91.6,9.4,7.3,6.5,2,8,10,1,1,1,2.05
STU023069,22,6.3,78.7,89.4,3.27,41.3,66.8,0.3,6.0,4.4,2,6,4,1,1,1,2.01
STU023070,15,7.0,69.4,71.1,3.61,63.2,86.0,7.3,7.2,4.7,4,10,10,0,0,1,2.41
STU023071,17,2.5,77.9,73.9,2.31,82.8,69.6,7.2,5.4,4.3,2,4,10,1,1,1,1.53
STU023072,21,9.1,92.3,78.0,3.12,75.4,71.5,6.2,6.8,2.6,5,3,7,1,1,1,2.21
STU023073,20,20.4,91.8,83.4,2.63,67.4,67.5,14.1,6.7,1.0,5,2,1,1,0,1,2.66
STU023074,17,17.6,82.6,76.0,2.72,82.5,75.3,10.1,7.3,6.7,3,3,8,0,0,1,2.08
STU023075,20,18.1,90.8,81.2,2.76,63.1,60.5,9.1,9.4,1.4,3,9,3,0,0,1,2.44
STU023076,21,9.8,83.0,64.5,3.28,46.7,100.0,10.2,7.9,3.3,3,8,3,1,1,1,2.09
STU023077,16,12.8,94.7,78.0,2.27,79.0,58.3,5.6,8.5,7.6,5,1,1,0,1,1,1.97
STU023078,17,11.4,78.9,72.1,2.85,58.1,68.9,10.0,6.7,3.9,2,5,6,0,1,1,2.02
STU023079,20,22.1,83.2,99.1,3.33,77.3,49.6,4.1,7.4,5.0,4,7,3,0,1,1,3.16
STU023080,18,14.8,71.0,73.6,2.99,85.1,93.2,11.3,7.1,3.8,1,4,5,1,0,1,2.43
STU023081,17,16.3,100.0,94.9,3.33,52.1,69.9,14.8,6.6,3.6,3,8,1,0,1,1,2.99
STU023082,20,18.4,88.7,86.2,4.0,79.8,66.1,4.4,6.5,4.2,1,10,7,0,1,1,2.91
STU023083,16,15.7,90.4,78.9,3.29,81.0,80.9,5.2,8.2,2.8,2,10,10,0,1,1,3.01
STU023084,22,4.3,76.9,80.3,3.59,76.1,100.0,3.9,7.5,2.3,5,4,1,0,1,1,2.86
STU023085,18,19.5,85.4,84.3,2.77,74.3,61.4,10.1,8.7,4.0,1,10,1,1,1,1,2.54
STU023086,20,16.6,79.8,74.7,3.23,76.6,68.7,7.2,8.0,4.7,1,10,5,0,1,1,2.68
STU023087,17,17.2,100.0,89.3,2.82,77.8,62.0,9.9,5.3,5.8,2,2,10,0,1,1,2.07
STU023088,17,22.3,83.5,67.6,2.68,69.5,63.4,8.3,5.5,4.4,4,5,2,1,0,1,2.04
STU023089,22,11.2,90.8,65.7,2.81,72.4,73.9,5.2,6.6,5.6,2,7,10,1,1,1,1.9
STU023090,19,24.4,75.8,81.9,1.94,62.5,49.3,7.0,7.5,1.9,1,3,5,0,0,1,1.39
STU023091,22,15.5,87.9,89.8,2.75,56.3,64.1,3.3,7.6,5.3,1,1,7,0,1,1,1.6
STU023092,19,13.6,86.2,92.2,2.14,93.6,72.3,12.6,6.3,6.7,5,7,9,0,0,1,2.49
STU023093,21,10.6,81.9,72.6,2.67,66.2,69.6,7.5,6.9,3.2,2,7,1,0,1,1,1.73
STU023094,22,13.8,91.4,74.4,3.06,77.4,58.0,13.0,8.9,5.3,2,7,1,1,1,0,2.52
STU023095,16,14.7,72.2,89.8,1.61,59.3,71.2,5.3,6.1,3.7,1,3,3,0,1,1,1.17
STU023096,22,13.2,100.0,86.7,3.08,77.3,65.8,1.7,7.4,2.0,1,9,8,1,0,0,2.93
STU023097,17,14.9,80.9,90.4,2.61,63.2,73.3,11.1,8.4,7.3,1,2,7,0,1,1,1.9
STU023098,16,6.8,93.3,87.8,2.66,79.5,93.3,9.9,6.1,4.3,3,5,1,0,0,1,2.83
STU023099,19,19.2,83.4,62.0,2.98,56.4,83.7,7.7,6.1,2.1,5,6,2,0,1,1,2.36
STU023100,22,7.6,81.8,66.9,2.73,66.7,83.1,10.9,7.2,4.2,3,9,4,1,0,1,2.04
STU023101,22,13.2,87.6,90.1,2.95,76.8,100.0,9.4,7.3,3.5,3,7,10,1,0,1,2.85
STU023102,17,14.8,100.0,66.8,2.06,69.7,59.0,12.4,7.1,4.1,1,8,7,0,1,1,1.63
STU023103,18,12.0,78.4,86.0,3.16,52.1,75.0,7.9,7.3,1.2,3,9,1,0,0,1,2.04
STU023104,21,7.2,75.8,78.2,3.25,55.3,49.6,7.9,8.4,7.1,4,2,1,0,0,1,1.85
STU023105,19,7.4,78.1,86.5,3.14,95.4,71.7,4.8,8.2,2.8,5,4,2,0,1,1,2.45
STU023106,20,13.4,71.4,97.1,2.64,52.8,66.1,7.3,7.1,2.9,5,10,9,0,1,0,2.1
STU023107,18,17.6,86.6,93.8,4.0,78.5,85.0,5.4,7.8,3.8,1,7,6,1,0,1,3.43
STU023108,15,16.4,93.7,87.9,2.68,82.6,81.7,7.4,6.9,3.9,3,6,5,0,0,1,2.47
STU023109,19,15.3,85.9,81.7,3.08,77.1,57.2,9.7,7.8,5.1,5,4,5,0,0,1,2.19
STU023110,16,12.0,87.3,85.0,2.22,60.8,81.8,8.0,7.2,3.9,3,5,10,0,0,1,1.49
STU023111,21,20.7,84.7,96.4,2.72,70.4,64.9,9.7,6.9,2.1,2,7,5,0,1,1,2.56
STU023112,20,18.2,98.4,81.6,3.12,90.3,91.9,8.3,8.1,5.2,4,4,2,0,1,1,3.04
STU023113,18,23.9,85.6,83.6,2.72,33.1,56.0,6.7,6.2,2.9,5,9,4,0,1,1,2.14
STU023114,21,23.9,68.4,78.6,2.93,86.9,52.4,13.9,9.4,5.1,4,1,3,0,0,1,2.38
STU023115,20,14.9,79.4,78.0,3.48,98.5,70.5,7.2,8.0,3.6,3,5,7,0,1,1,2.56
STU023116,17,20.0,91.5,65.7,1.97,38.2,58.5,3.2,7.3,5.0,5,8,9,0,0,1,1.3
